GeneID	Annotation
gene-SPN23F_RS05280	SPN23F_RS05280
cds-WP_001083032.1	WP_001083032.1
gene-SPN23F_RS05285	ligA
cds-WP_001042568.1	WP_001042568.1
gene-SPN23F_RS05290	pulA
cds-WP_000283064.1	WP_000283064.1
gene-SPN23F_RS05300	SPN23F_RS05300
cds-WP_000199381.1	WP_000199381.1
gene-SPN23F_RS05305	glgB
cds-WP_000370252.1	WP_000370252.1
gene-SPN23F_RS05310	SPN23F_RS05310
cds-WP_000787276.1	WP_000787276.1
gene-SPN23F_RS05315	glgD
cds-WP_000687033.1	WP_000687033.1
gene-SPN23F_RS05320	glgA
cds-WP_000697292.1	WP_000697292.1
gene-SPN23F_RS13405	SPN23F_RS13405
cds-WP_001809343.1	WP_001809343.1
gene-SPN23F_RS13410	SPN23F_RS13410
cds-WP_001809344.1	WP_001809344.1
gene-SPN23F_RS05335	SPN23F_RS05335
cds-WP_000706416.1	WP_000706416.1
gene-SPN23F_RS05340	SPN23F_RS05340
cds-WP_000131080.1	WP_000131080.1
gene-SPN23F_RS05345	eno
cds-WP_000022813.1	WP_000022813.1
gene-SPN23F_RS05350	SPN23F_RS05350
cds-WP_044811956.1	WP_044811956.1
cds-SPN23F_RS12955	
cds-SPN23F_RS12965	
gene-SPN23F_RS05360	rexB
cds-WP_000772339.1	WP_000772339.1
gene-SPN23F_RS05365	addA
cds-WP_000767248.1	WP_000767248.1
gene-SPN23F_RS05370	SPN23F_RS05370
cds-WP_000174775.1	WP_000174775.1
gene-SPN23F_RS05375	zmpA
cds-WP_000417160.1	WP_000417160.1
gene-SPN23F_RS05380	zmpD
cds-WP_000054793.1	WP_000054793.1
gene-SPN23F_RS05385	ylqF
cds-WP_000201315.1	WP_000201315.1
gene-SPN23F_RS05390	SPN23F_RS05390
cds-WP_000201099.1	WP_000201099.1
gene-SPN23F_RS05395	SPN23F_RS05395
cds-WP_000392544.1	WP_000392544.1
gene-SPN23F_RS05400	xerS
cds-WP_000817884.1	WP_000817884.1
gene-SPN23F_RS05405	SPN23F_RS05405
cds-WP_000873991.1	WP_000873991.1
gene-SPN23F_RS05410	lpdA
cds-WP_001162928.1	WP_001162928.1
gene-SPN23F_RS05415	SPN23F_RS05415
cds-WP_000752697.1	WP_000752697.1
gene-SPN23F_RS05420	SPN23F_RS05420
cds-WP_000448719.1	WP_000448719.1
gene-SPN23F_RS05425	SPN23F_RS05425
cds-WP_000105362.1	WP_000105362.1
gene-SPN23F_RS05430	pdrM
cds-WP_000278538.1	WP_000278538.1
gene-SPN23F_RS05435	SPN23F_RS05435
cds-WP_001105925.1	WP_001105925.1
gene-SPN23F_RS05440	SPN23F_RS05440
cds-WP_000924492.1	WP_000924492.1
gene-SPN23F_RS05445	SPN23F_RS05445
cds-WP_001135781.1	WP_001135781.1
gene-SPN23F_RS05450	SPN23F_RS05450
cds-WP_000401326.1	WP_000401326.1
gene-SPN23F_RS05455	SPN23F_RS05455
cds-WP_001810198.1	WP_001810198.1
gene-SPN23F_RS05460	SPN23F_RS05460
cds-WP_000499435.1	WP_000499435.1
gene-SPN23F_RS05465	dhaM
cds-WP_000443793.1	WP_000443793.1
gene-SPN23F_RS05470	SPN23F_RS05470
cds-WP_000700472.1	WP_000700472.1
gene-SPN23F_RS05475	ptsP
cds-WP_000138142.1	WP_000138142.1
gene-SPN23F_RS05480	SPN23F_RS05480
cds-WP_000146947.1	WP_000146947.1
gene-SPN23F_RS05485	nrdH
cds-WP_000259249.1	WP_000259249.1
gene-SPN23F_RS05490	nrdE
cds-WP_000523249.1	WP_000523249.1
gene-SPN23F_RS05495	nrdF
cds-WP_000451376.1	WP_000451376.1
gene-SPN23F_RS05500	SPN23F_RS05500
cds-WP_000917600.1	WP_000917600.1
gene-SPN23F_RS14110	SPN23F_RS14110
cds-WP_000471586.1	WP_000471586.1
gene-SPN23F_RS05510	lacG
cds-WP_000169288.1	WP_000169288.1
gene-SPN23F_RS05515	SPN23F_RS05515
cds-WP_000359339.1	WP_000359339.1
gene-SPN23F_RS05520	SPN23F_RS05520
cds-WP_001078331.1	WP_001078331.1
gene-SPN23F_RS05525	SPN23F_RS05525
cds-WP_000285718.1	WP_000285718.1
gene-SPN23F_RS05530	lacD
cds-WP_001229140.1	WP_001229140.1
gene-SPN23F_RS05535	SPN23F_RS05535
cds-WP_000604274.1	WP_000604274.1
gene-SPN23F_RS05540	lacB
cds-WP_001216910.1	WP_001216910.1
gene-SPN23F_RS05545	lacA
cds-WP_000029274.1	WP_000029274.1
cds-SPN23F_RS05550	
cds-SPN23F_RS12290	
cds-SPN23F_RS05565	
gene-SPN23F_RS05570	SPN23F_RS05570
cds-WP_000242183.1	WP_000242183.1
gene-SPN23F_RS13900	SPN23F_RS13900
cds-WP_001814238.1	WP_001814238.1
gene-SPN23F_RS05580	lepA
cds-WP_001047216.1	WP_001047216.1
gene-SPN23F_RS05585	SPN23F_RS05585
cds-WP_000133341.1	WP_000133341.1
gene-SPN23F_RS05590	recN
cds-WP_000923593.1	WP_000923593.1
gene-SPN23F_RS05595	SPN23F_RS05595
cds-WP_001034415.1	WP_001034415.1
gene-SPN23F_RS05600	SPN23F_RS05600
cds-WP_001041072.1	WP_001041072.1
gene-SPN23F_RS05605	SPN23F_RS05605
cds-WP_000743813.1	WP_000743813.1
gene-SPN23F_RS05610	SPN23F_RS05610
cds-WP_000043230.1	WP_000043230.1
gene-SPN23F_RS05615	xseA
cds-WP_000417468.1	WP_000417468.1
gene-SPN23F_RS05620	udk
cds-WP_001181378.1	WP_001181378.1
gene-SPN23F_RS05625	SPN23F_RS05625
cds-WP_000985093.1	WP_000985093.1
gene-SPN23F_RS05635	truB
cds-WP_001013238.1	WP_001013238.1
gene-SPN23F_RS05640	SPN23F_RS05640
cds-WP_001002634.1	WP_001002634.1
cds-SPN23F_RS05645	
gene-SPN23F_RS05650	SPN23F_RS05650
cds-WP_000254802.1	WP_000254802.1
gene-SPN23F_RS05655	srtA
cds-WP_000078846.1	WP_000078846.1
gene-SPN23F_RS05660	gyrA
cds-WP_001152992.1	WP_001152992.1
gene-SPN23F_RS05665	SPN23F_RS05665
cds-WP_000204727.1	WP_000204727.1
gene-SPN23F_RS05670	SPN23F_RS05670
cds-WP_000731139.1	WP_000731139.1
gene-SPN23F_RS05675	SPN23F_RS05675
cds-WP_001809704.1	WP_001809704.1
gene-SPN23F_RS05680	relB
cds-WP_000208080.1	WP_000208080.1
gene-SPN23F_RS05685	SPN23F_RS05685
cds-WP_001289493.1	WP_001289493.1
gene-SPN23F_RS05690	vicK
cds-WP_000886210.1	WP_000886210.1
gene-SPN23F_RS05695	yycF
cds-WP_000722076.1	WP_000722076.1
gene-SPN23F_RS05700	mutY
cds-WP_000886152.1	WP_000886152.1
gene-SPN23F_RS14115	SPN23F_RS14115
cds-WP_001818232.1-2	WP_001818232.1
gene-SPN23F_RS05705	SPN23F_RS05705
cds-WP_000845292.1	WP_000845292.1
gene-SPN23F_RS05710	coaB
cds-WP_000699492.1	WP_000699492.1
gene-SPN23F_RS05715	coaC
cds-WP_001284128.1	WP_001284128.1
gene-SPN23F_RS05720	SPN23F_RS05720
cds-WP_000747408.1	WP_000747408.1
gene-SPN23F_RS05725	SPN23F_RS05725
cds-WP_001097402.1	WP_001097402.1
gene-SPN23F_RS05730	SPN23F_RS05730
cds-WP_000159176.1	WP_000159176.1
gene-SPN23F_RS05735	SPN23F_RS05735
cds-WP_000091534.1	WP_000091534.1
gene-SPN23F_RS05740	SPN23F_RS05740
cds-WP_000216026.1	WP_000216026.1
gene-SPN23F_RS05745	SPN23F_RS05745
cds-WP_000639840.1	WP_000639840.1
gene-SPN23F_RS05750	uvrB
cds-WP_000607027.1	WP_000607027.1
gene-SPN23F_RS05755	SPN23F_RS05755
cds-WP_000792105.1	WP_000792105.1
gene-SPN23F_RS05760	SPN23F_RS05760
cds-WP_000726258.1	WP_000726258.1
gene-SPN23F_RS05765	SPN23F_RS05765
cds-WP_001096313.1	WP_001096313.1
gene-SPN23F_RS05770	zwf
cds-WP_000096133.1	WP_000096133.1
gene-SPN23F_RS05775	ftsY
cds-WP_000522315.1	WP_000522315.1
gene-SPN23F_RS05780	SPN23F_RS05780
cds-WP_000763460.1	WP_000763460.1
gene-SPN23F_RS05785	SPN23F_RS05785
cds-WP_000153026.1	WP_000153026.1
gene-SPN23F_RS05790	smc
cds-WP_000280916.1	WP_000280916.1
gene-SPN23F_RS05795	rnc
cds-WP_000661487.1	WP_000661487.1
gene-SPN23F_RS05800	SPN23F_RS05800
gene-SPN23F_RS05805	SPN23F_RS05805
cds-WP_000931178.1	WP_000931178.1
cds-SPN23F_RS05810	
gene-SPN23F_RS05815	SPN23F_RS05815
cds-WP_001042410.1	WP_001042410.1
cds-SPN23F_RS12980	
gene-SPN23F_RS05830	leuD
cds-WP_000929151.1	WP_000929151.1
gene-SPN23F_RS05835	SPN23F_RS05835
cds-WP_000762432.1	WP_000762432.1
gene-SPN23F_RS05840	leuB
cds-WP_001074723.1	WP_001074723.1
cds-SPN23F_RS14200	
gene-SPN23F_RS05855	SPN23F_RS05855
cds-WP_000461585.1	WP_000461585.1
gene-SPN23F_RS05860	SPN23F_RS05860
cds-WP_000638779.1	WP_000638779.1
gene-SPN23F_RS05865	SPN23F_RS05865
cds-WP_001237218.1	WP_001237218.1
gene-SPN23F_RS05870	topA
cds-WP_000179648.1	WP_000179648.1
gene-SPN23F_RS05875	SPN23F_RS05875
cds-WP_001812957.1	WP_001812957.1
gene-SPN23F_RS14120	SPN23F_RS14120
cds-WP_001814242.1	WP_001814242.1
gene-SPN23F_RS05880	dprA
cds-WP_000705306.1	WP_000705306.1
gene-SPN23F_RS05885	SPN23F_RS05885
cds-WP_000643971.1	WP_000643971.1
gene-SPN23F_RS05890	SPN23F_RS05890
cds-WP_000837609.1	WP_000837609.1
gene-SPN23F_RS05895	licA
cds-WP_000411210.1	WP_000411210.1
gene-SPN23F_RS05900	SPN23F_RS05900
cds-WP_000609894.1	WP_000609894.1
gene-SPN23F_RS05905	SPN23F_RS05905
cds-WP_000638527.1	WP_000638527.1
gene-SPN23F_RS05910	tacF
cds-WP_000835899.1	WP_000835899.1
gene-SPN23F_RS05915	SPN23F_RS05915
cds-WP_000811874.1	WP_000811874.1
gene-SPN23F_RS05920	SPN23F_RS05920
cds-WP_001199652.1	WP_001199652.1
gene-SPN23F_RS05925	carB
cds-WP_001126409.1	WP_001126409.1
gene-SPN23F_RS05930	SPN23F_RS05930
cds-WP_000166701.1	WP_000166701.1
gene-SPN23F_RS05935	SPN23F_RS05935
cds-WP_001293838.1	WP_001293838.1
gene-SPN23F_RS05940	pyrR
cds-WP_000850024.1	WP_000850024.1
gene-SPN23F_RS05945	nth
cds-WP_000244450.1	WP_000244450.1
gene-SPN23F_RS05950	SPN23F_RS05950
cds-WP_000773231.1	WP_000773231.1
cds-SPN23F_RS14205	
gene-SPN23F_RS05960	SPN23F_RS05960
cds-WP_001155337.1	WP_001155337.1
gene-SPN23F_RS05965	SPN23F_RS05965
cds-WP_001861318.1	WP_001861318.1
gene-SPN23F_RS05970	htpX
cds-WP_000895733.1	WP_000895733.1
gene-SPN23F_RS05975	SPN23F_RS05975
cds-WP_000219823.1	WP_000219823.1
gene-SPN23F_RS05980	rsmG
cds-WP_000801931.1	WP_000801931.1
gene-SPN23F_RS05985	SPN23F_RS05985
cds-WP_001809228.1	WP_001809228.1
gene-SPN23F_RS05990	ffh
cds-WP_000863628.1	WP_000863628.1
gene-SPN23F_RS05995	SPN23F_RS05995
cds-WP_000402071.1	WP_000402071.1
gene-SPN23F_RS06000	SPN23F_RS06000
cds-WP_000702355.1	WP_000702355.1
gene-SPN23F_RS06005	SPN23F_RS06005
cds-WP_001003498.1	WP_001003498.1
gene-SPN23F_RS06010	yidA
cds-WP_000023518.1	WP_000023518.1
gene-SPN23F_RS06015	SPN23F_RS06015
gene-SPN23F_RS06020	rplS
cds-WP_001068669.1	WP_001068669.1
gene-SPN23F_RS06025	crcB
cds-WP_000237416.1	WP_000237416.1
gene-SPN23F_RS06030	crcB
cds-WP_000712098.1	WP_000712098.1
gene-SPN23F_RS06035	SPN23F_RS06035
cds-WP_000362435.1	WP_000362435.1
gene-SPN23F_RS06040	SPN23F_RS06040
cds-WP_001162128.1	WP_001162128.1
gene-SPN23F_RS06045	SPN23F_RS06045
cds-WP_000401779.1	WP_000401779.1
gene-SPN23F_RS06050	SPN23F_RS06050
cds-WP_000710764.1	WP_000710764.1
gene-SPN23F_RS06055	SPN23F_RS06055
cds-WP_000028150.1	WP_000028150.1
cds-SPN23F_RS12315	
gene-SPN23F_RS06075	gdhA
cds-WP_000199560.1	WP_000199560.1
gene-SPN23F_RS13545	SPN23F_RS13545
cds-WP_000711939.1	WP_000711939.1
cds-SPN23F_RS06085	
cds-SPN23F_RS12320	
cds-SPN23F_RS12990	
cds-SPN23F_RS06110	
cds-SPN23F_RS06115	
gene-SPN23F_RS06120	tnpB
cds-WP_001248801.1	WP_001248801.1
gene-SPN23F_RS06125	SPN23F_RS06125
cds-WP_001136124.1	WP_001136124.1
gene-SPN23F_RS06130	SPN23F_RS06130
cds-WP_000251935.1	WP_000251935.1
gene-SPN23F_RS06135	SPN23F_RS06135
cds-WP_000111248.1	WP_000111248.1
gene-SPN23F_RS06140	SPN23F_RS06140
cds-WP_000191781.1	WP_000191781.1
gene-SPN23F_RS06145	SPN23F_RS06145
cds-WP_000387940.1	WP_000387940.1
gene-SPN23F_RS06150	SPN23F_RS06150
cds-WP_000380542.1	WP_000380542.1
gene-SPN23F_RS06155	SPN23F_RS06155
cds-WP_000067171.1	WP_000067171.1
gene-SPN23F_RS13000	SPN23F_RS13000
cds-WP_000400484.1	WP_000400484.1
gene-SPN23F_RS06165	SPN23F_RS06165
cds-WP_001018350.1	WP_001018350.1
gene-SPN23F_RS06170	SPN23F_RS06170
cds-WP_000185365.1	WP_000185365.1
gene-SPN23F_RS06175	SPN23F_RS06175
cds-WP_000691259.1	WP_000691259.1
gene-SPN23F_RS06180	SPN23F_RS06180
cds-WP_000248712.1	WP_000248712.1
gene-SPN23F_RS06185	SPN23F_RS06185
cds-WP_000739357.1	WP_000739357.1
gene-SPN23F_RS06190	SPN23F_RS06190
cds-WP_000587140.1	WP_000587140.1
gene-SPN23F_RS06195	SPN23F_RS06195
cds-WP_000537363.1	WP_000537363.1
gene-SPN23F_RS06200	SPN23F_RS06200
cds-WP_000654135.1	WP_000654135.1
gene-SPN23F_RS06205	SPN23F_RS06205
cds-WP_000448316.1	WP_000448316.1
gene-SPN23F_RS06210	SPN23F_RS06210
cds-WP_000436478.1	WP_000436478.1
gene-SPN23F_RS06215	SPN23F_RS06215
cds-WP_223200707.1	WP_223200707.1
gene-SPN23F_RS06220	SPN23F_RS06220
cds-WP_001165928.1	WP_001165928.1
gene-SPN23F_RS12335	SPN23F_RS12335
cds-WP_087671856.1	WP_087671856.1
cds-WP_087671856.1_1	WP_087671856.1
gene-SPN23F_RS13005	SPN23F_RS13005
cds-WP_000807141.1	WP_000807141.1
gene-SPN23F_RS06235	SPN23F_RS06235
cds-WP_000945302.1	WP_000945302.1
gene-SPN23F_RS06240	SPN23F_RS06240
cds-WP_000356590.1	WP_000356590.1
gene-SPN23F_RS12340	SPN23F_RS12340
cds-WP_001108416.1	WP_001108416.1
gene-SPN23F_RS06250	SPN23F_RS06250
cds-WP_001076599.1	WP_001076599.1
gene-SPN23F_RS06255	SPN23F_RS06255
cds-WP_000386151.1	WP_000386151.1
gene-SPN23F_RS13010	SPN23F_RS13010
cds-WP_000807141.1-2	WP_000807141.1
gene-SPN23F_RS06260	SPN23F_RS06260
cds-WP_000821287.1	WP_000821287.1
cds-SPN23F_RS13915	
gene-SPN23F_RS06265	SPN23F_RS06265
cds-WP_000566556.1	WP_000566556.1
gene-SPN23F_RS06270	SPN23F_RS06270
cds-WP_001814249.1	WP_001814249.1
cds-SPN23F_RS06275	
gene-SPN23F_RS13555	SPN23F_RS13555
cds-WP_001168348.1	WP_001168348.1
gene-SPN23F_RS06280	SPN23F_RS06280
cds-WP_000237019.1	WP_000237019.1
gene-SPN23F_RS06285	SPN23F_RS06285
cds-WP_000450956.1	WP_000450956.1
gene-SPN23F_RS06290	SPN23F_RS06290
cds-WP_000919629.1	WP_000919629.1
gene-SPN23F_RS06295	SPN23F_RS06295
cds-WP_000237138.1	WP_000237138.1
gene-SPN23F_RS06300	SPN23F_RS06300
cds-WP_000401235.1	WP_000401235.1
gene-SPN23F_RS06305	SPN23F_RS06305
cds-WP_000817505.1	WP_000817505.1
gene-SPN23F_RS06310	SPN23F_RS06310
cds-WP_000456893.1	WP_000456893.1
gene-SPN23F_RS06315	SPN23F_RS06315
cds-WP_000209103.1	WP_000209103.1
gene-SPN23F_RS06320	SPN23F_RS06320
cds-WP_000276173.1	WP_000276173.1
gene-SPN23F_RS06325	SPN23F_RS06325
cds-WP_001814252.1	WP_001814252.1
gene-SPN23F_RS06330	SPN23F_RS06330
cds-WP_000116042.1	WP_000116042.1
gene-SPN23F_RS06335	SPN23F_RS06335
cds-WP_000677375.1	WP_000677375.1
gene-SPN23F_RS06340	SPN23F_RS06340
cds-WP_000394413.1	WP_000394413.1
gene-SPN23F_RS06345	SPN23F_RS06345
cds-WP_001039645.1	WP_001039645.1
gene-SPN23F_RS06350	SPN23F_RS06350
cds-WP_000180153.1	WP_000180153.1
gene-SPN23F_RS06355	SPN23F_RS06355
cds-WP_000644601.1	WP_000644601.1
gene-SPN23F_RS06360	SPN23F_RS06360
cds-WP_000013903.1	WP_000013903.1
gene-SPN23F_RS06365	SPN23F_RS06365
cds-WP_001814253.1	WP_001814253.1
gene-SPN23F_RS06370	SPN23F_RS06370
cds-WP_000417606.1	WP_000417606.1
cds-SPN23F_RS06375	
gene-SPN23F_RS06380	SPN23F_RS06380
cds-WP_001814254.1	WP_001814254.1
gene-SPN23F_RS06385	SPN23F_RS06385
cds-WP_000214003.1	WP_000214003.1
gene-SPN23F_RS06390	pezT
cds-WP_000512672.1	WP_000512672.1
gene-SPN23F_RS06395	pezA
cds-WP_000579607.1	WP_000579607.1
gene-SPN23F_RS06400	SPN23F_RS06400
cds-WP_000494445.1	WP_000494445.1
gene-SPN23F_RS06405	SPN23F_RS06405
cds-WP_000159218.1	WP_000159218.1
gene-SPN23F_RS06410	SPN23F_RS06410
cds-WP_000152419.1	WP_000152419.1
gene-SPN23F_RS06415	SPN23F_RS06415
cds-WP_000401892.1	WP_000401892.1
gene-SPN23F_RS06420	SPN23F_RS06420
cds-WP_000933090.1	WP_000933090.1
gene-SPN23F_RS06425	SPN23F_RS06425
cds-WP_000756060.1	WP_000756060.1
gene-SPN23F_RS06430	SPN23F_RS06430
cds-WP_001080431.1	WP_001080431.1
gene-SPN23F_RS06435	SPN23F_RS06435
cds-WP_001286517.1	WP_001286517.1
gene-SPN23F_RS06440	SPN23F_RS06440
cds-WP_001814255.1	WP_001814255.1
gene-SPN23F_RS06445	SPN23F_RS06445
cds-WP_224781690.1	WP_224781690.1
gene-SPN23F_RS06450	SPN23F_RS06450
cds-WP_001245731.1	WP_001245731.1
gene-SPN23F_RS13560	SPN23F_RS13560
cds-WP_000025229.1	WP_000025229.1
gene-SPN23F_RS06460	SPN23F_RS06460
cds-WP_000154111.1	WP_000154111.1
gene-SPN23F_RS06465	SPN23F_RS06465
cds-WP_000998897.1	WP_000998897.1
gene-SPN23F_RS06470	SPN23F_RS06470
cds-WP_000969642.1	WP_000969642.1
cds-SPN23F_RS06475	
gene-SPN23F_RS06480	ltrA
cds-WP_001245667.1	WP_001245667.1
cds-SPN23F_RS06485	
gene-SPN23F_RS06490	SPN23F_RS06490
cds-WP_000398567.1	WP_000398567.1
gene-SPN23F_RS06495	SPN23F_RS06495
cds-WP_000013900.1	WP_000013900.1
gene-SPN23F_RS13565	SPN23F_RS13565
cds-WP_001860875.1	WP_001860875.1
gene-SPN23F_RS06500	SPN23F_RS06500
cds-WP_000653448.1	WP_000653448.1
gene-SPN23F_RS06505	SPN23F_RS06505
cds-WP_029645481.1	WP_029645481.1
gene-SPN23F_RS06510	SPN23F_RS06510
cds-WP_001097588.1	WP_001097588.1
gene-SPN23F_RS06515	SPN23F_RS06515
cds-WP_001054261.1	WP_001054261.1
gene-SPN23F_RS06520	SPN23F_RS06520
cds-WP_000627865.1	WP_000627865.1
gene-SPN23F_RS06525	SPN23F_RS06525
cds-WP_001814258.1	WP_001814258.1
gene-SPN23F_RS06530	SPN23F_RS06530
cds-WP_000093679.1	WP_000093679.1
gene-SPN23F_RS06535	SPN23F_RS06535
cds-WP_000869762.1	WP_000869762.1
gene-SPN23F_RS06540	SPN23F_RS06540
cds-WP_000492399.1	WP_000492399.1
gene-SPN23F_RS06545	SPN23F_RS06545
cds-WP_000227919.1	WP_000227919.1
gene-SPN23F_RS06550	SPN23F_RS06550
cds-WP_000420682.1	WP_000420682.1
gene-SPN23F_RS06555	SPN23F_RS06555
cds-WP_000985015.1	WP_000985015.1
gene-SPN23F_RS06560	SPN23F_RS06560
cds-WP_000813488.1	WP_000813488.1
gene-SPN23F_RS12360	SPN23F_RS12360
cds-WP_000879507.1	WP_000879507.1
gene-SPN23F_RS06565	mobT
cds-WP_000398284.1	WP_000398284.1
gene-SPN23F_RS06570	SPN23F_RS06570
cds-WP_001009056.1	WP_001009056.1
gene-SPN23F_RS06575	SPN23F_RS06575
cds-WP_000342539.1	WP_000342539.1
gene-SPN23F_RS06580	SPN23F_RS06580
cds-WP_000723888.1	WP_000723888.1
gene-SPN23F_RS06585	SPN23F_RS06585
cds-WP_000331160.1	WP_000331160.1
cds-SPN23F_RS06590	
gene-SPN23F_RS06595	SPN23F_RS06595
cds-WP_000769868.1	WP_000769868.1
gene-SPN23F_RS06600	SPN23F_RS06600
cds-WP_001224318.1	WP_001224318.1
cds-SPN23F_RS14255	
gene-SPN23F_RS06605	tet(M)
cds-WP_000691741.1	WP_000691741.1
gene-SPN23F_RS12370	SPN23F_RS12370
cds-WP_000336323.1	WP_000336323.1
gene-SPN23F_RS06610	SPN23F_RS06610
cds-WP_001227347.1	WP_001227347.1
gene-SPN23F_RS06615	SPN23F_RS06615
cds-WP_000804885.1	WP_000804885.1
gene-SPN23F_RS06620	SPN23F_RS06620
cds-WP_000857133.1	WP_000857133.1
gene-SPN23F_RS13920	SPN23F_RS13920
cds-WP_001845478.1	WP_001845478.1
gene-SPN23F_RS06625	SPN23F_RS06625
cds-WP_000814511.1	WP_000814511.1
cds-SPN23F_RS06630	
gene-SPN23F_RS06640	SPN23F_RS06640
cds-WP_000821309.1	WP_000821309.1
gene-SPN23F_RS06645	SPN23F_RS06645
cds-WP_000840776.1	WP_000840776.1
gene-SPN23F_RS06650	SPN23F_RS06650
cds-WP_000566524.1	WP_000566524.1
gene-SPN23F_RS06655	SPN23F_RS06655
cds-WP_000645887.1	WP_000645887.1
gene-SPN23F_RS06660	dcm
cds-WP_001210966.1	WP_001210966.1
gene-SPN23F_RS06665	SPN23F_RS06665
cds-WP_000822766.1	WP_000822766.1
gene-SPN23F_RS13570	SPN23F_RS13570
cds-WP_000159607.1	WP_000159607.1
gene-SPN23F_RS06675	rplL
cds-WP_001196960.1	WP_001196960.1
gene-SPN23F_RS06680	rplJ
cds-WP_001287278.1	WP_001287278.1
gene-SPN23F_RS06685	SPN23F_RS06685
cds-WP_001815711.1	WP_001815711.1
gene-SPN23F_RS06690	SPN23F_RS06690
cds-WP_000828838.1	WP_000828838.1
gene-SPN23F_RS06695	SPN23F_RS06695
cds-WP_000876328.1	WP_000876328.1
gene-SPN23F_RS06700	msrB
cds-WP_000818207.1	WP_000818207.1
gene-SPN23F_RS06705	thrB
cds-WP_000692438.1	WP_000692438.1
gene-SPN23F_RS06710	SPN23F_RS06710
cds-WP_000216377.1	WP_000216377.1
gene-SPN23F_RS06715	mecA
cds-WP_000782680.1	WP_000782680.1
gene-SPN23F_RS06720	SPN23F_RS06720
cds-WP_000461502.1	WP_000461502.1
gene-SPN23F_RS06725	SPN23F_RS06725
cds-WP_000565082.1	WP_000565082.1
gene-SPN23F_RS06730	SPN23F_RS06730
cds-WP_000446975.1	WP_000446975.1
gene-SPN23F_RS06735	SPN23F_RS06735
cds-WP_000225898.1	WP_000225898.1
gene-SPN23F_RS06740	SPN23F_RS06740
cds-WP_001061973.1	WP_001061973.1
gene-SPN23F_RS06745	psr
cds-WP_000032347.1	WP_000032347.1
gene-SPN23F_RS06750	pheA
cds-WP_000686390.1	WP_000686390.1
gene-SPN23F_RS06755	SPN23F_RS06755
cds-WP_001151380.1	WP_001151380.1
gene-SPN23F_RS06760	aroA
cds-WP_000769886.1	WP_000769886.1
gene-SPN23F_RS06765	SPN23F_RS06765
cds-WP_000065988.1	WP_000065988.1
gene-SPN23F_RS06770	SPN23F_RS06770
cds-WP_001140486.1	WP_001140486.1
gene-SPN23F_RS06775	aroC
cds-WP_001269887.1	WP_001269887.1
gene-SPN23F_RS06780	aroB
cds-WP_000702137.1	WP_000702137.1
gene-SPN23F_RS06785	SPN23F_RS06785
cds-WP_000762476.1	WP_000762476.1
gene-SPN23F_RS06790	aroD
cds-WP_000767775.1	WP_000767775.1
gene-SPN23F_RS06795	SPN23F_RS06795
cds-WP_001079973.1	WP_001079973.1
gene-SPN23F_RS06800	SPN23F_RS06800
cds-WP_001237588.1	WP_001237588.1
gene-SPN23F_RS06805	SPN23F_RS06805
cds-WP_000569202.1	WP_000569202.1
gene-SPN23F_RS06810	SPN23F_RS06810
cds-WP_001181074.1	WP_001181074.1
gene-SPN23F_RS06815	alaS
cds-WP_000811723.1	WP_000811723.1
gene-SPN23F_RS06820	SPN23F_RS06820
cds-WP_000847075.1	WP_000847075.1
gene-SPN23F_RS06825	SPN23F_RS06825
cds-WP_000784184.1	WP_000784184.1
gene-SPN23F_RS06830	SPN23F_RS06830
cds-WP_000725682.1	WP_000725682.1
gene-SPN23F_RS06835	SPN23F_RS06835
cds-WP_000712734.1	WP_000712734.1
gene-SPN23F_RS06840	SPN23F_RS06840
cds-WP_000753792.1	WP_000753792.1
gene-SPN23F_RS06845	SPN23F_RS06845
cds-WP_000742913.1	WP_000742913.1
gene-SPN23F_RS06850	murB
cds-WP_000116181.1	WP_000116181.1
gene-SPN23F_RS06855	SPN23F_RS06855
cds-WP_000152223.1	WP_000152223.1
gene-SPN23F_RS06860	budA
cds-WP_000360300.1	WP_000360300.1
gene-SPN23F_RS06865	SPN23F_RS06865
cds-WP_000744823.1	WP_000744823.1
gene-SPN23F_RS06870	SPN23F_RS06870
cds-WP_000837347.1	WP_000837347.1
gene-SPN23F_RS06875	phoU
cds-WP_000946463.1	WP_000946463.1
gene-SPN23F_RS06880	pstB
cds-WP_000128639.1	WP_000128639.1
gene-SPN23F_RS06885	pstB
cds-WP_000109217.1	WP_000109217.1
gene-SPN23F_RS06890	pstA
cds-WP_001201789.1	WP_001201789.1
cds-SPN23F_RS06895	
gene-SPN23F_RS06900	pstS
cds-WP_000746335.1	WP_000746335.1
gene-SPN23F_RS06905	SPN23F_RS06905
cds-WP_001160272.1	WP_001160272.1
gene-SPN23F_RS06910	SPN23F_RS06910
cds-WP_000444038.1	WP_000444038.1
gene-SPN23F_RS06915	SPN23F_RS06915
cds-WP_001041974.1	WP_001041974.1
gene-SPN23F_RS06920	SPN23F_RS06920
cds-WP_000631259.1	WP_000631259.1
gene-SPN23F_RS06925	SPN23F_RS06925
cds-WP_000850629.1	WP_000850629.1
gene-SPN23F_RS06930	SPN23F_RS06930
cds-WP_000875454.1	WP_000875454.1
gene-SPN23F_RS06935	SPN23F_RS06935
cds-WP_000524782.1	WP_000524782.1
gene-SPN23F_RS06940	hemW
cds-WP_001170072.1	WP_001170072.1
